id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock
401760697_96278,401760697_6,401760697,6,60,NC State,ACC,15,BYU,BYU,NC State,Big 12,28,2,"{""minutes"": 2, ""seconds"": 20}",3,0,away 27,71,2.0,5.0,0,False,Run,Mock Run play #60,-0.08436212305886753,2025-11-07T09:37:10.000Z
401760697_96279,401760697_6,401760697,6,61,NC State,ACC,30,BYU,BYU,NC State,Big 12,8,2,"{""minutes"": 2, ""seconds"": 45}",1,0,away 19,20,2.0,12.0,-4,False,Pass,Mock Pass play #61,-0.32353354977193677,2025-12-17T13:20:36.000Z
401760697_96280,401760697_6,401760697,6,62,NC State,ACC,8,BYU,BYU,NC State,Big 12,17,2,"{""minutes"": 1, ""seconds"": 19}",0,1,away 14,86,,,0,False,Punt,Mock Punt play #62,0.2556429463250597,2025-12-10T06:38:29.000Z
401760697_96281,401760697_6,401760697,6,63,BYU,Big 12,36,NC State,BYU,NC State,ACC,38,2,"{""minutes"": 11, ""seconds"": 45}",3,0,home 71,92,,,2,False,Pass,Mock Pass play #63,-0.4480443157588603,2025-12-20T07:21:13.000Z
401760697_96282,401760697_6,401760697,6,64,BYU,Big 12,24,NC State,BYU,NC State,ACC,11,2,"{""minutes"": 11, ""seconds"": 54}",2,0,home 39,4,,,0,False,Punt,Mock Punt play #64,-0.37240797163925143,2025-12-12T16:29:49.000Z
401760697_96283,401760697_6,401760697,6,65,BYU,Big 12,23,NC State,BYU,NC State,ACC,4,2,"{""minutes"": 8, ""seconds"": 28}",1,3,home 81,6,,,0,False,Field Goal,Mock Field Goal play #65,-0.16530511369494505,2025-11-12T06:47:17.000Z
401760697_96284,401760697_6,401760697,6,66,NC State,ACC,21,BYU,BYU,NC State,Big 12,9,2,"{""minutes"": 7, ""seconds"": 10}",1,1,away 4,44,1.0,1.0,-17,False,Pass,Mock Pass play #66,-0.402165741289498,2025-12-08T05:32:20.000Z
401760697_96285,401760697_6,401760697,6,67,BYU,Big 12,31,NC State,BYU,NC State,ACC,29,2,"{""minutes"": 15, ""seconds"": 17}",1,2,home 70,53,2.0,13.0,19,False,Run,Mock Run play #67,-0.2945966193043759,2025-12-07T16:53:11.000Z
401760697_96286,401760697_6,401760697,6,68,NC State,ACC,26,BYU,BYU,NC State,Big 12,28,2,"{""minutes"": 14, ""seconds"": 29}",1,3,away 9,7,,,0,False,Punt,Mock Punt play #68,-0.08719044226232481,2025-11-22T19:28:33.000Z
401760697_96287,401760697_6,401760697,6,69,NC State,ACC,57,BYU,BYU,NC State,Big 12,18,2,"{""minutes"": 6, ""seconds"": 0}",1,2,away 86,26,1.0,7.0,10,False,Pass,Mock Pass play #69,0.06970750310180583,2025-12-01T14:38:55.000Z
401760697_96288,401760697_6,401760697,6,70,BYU,Big 12,16,NC State,BYU,NC State,ACC,30,2,"{""minutes"": 9, ""seconds"": 42}",3,0,home 13,37,1.0,3.0,11,False,Run,Mock Run play #70,-0.5862403831927618,2025-11-12T14:44:50.000Z
401760697_96289,401760697_6,401760697,6,71,BYU,Big 12,10,NC State,BYU,NC State,ACC,12,2,"{""minutes"": 6, ""seconds"": 44}",0,2,home 8,55,1.0,4.0,8,False,Pass,Mock Pass play #71,-0.21125784729307243,2025-12-23T05:38:46.000Z
401760697_96290,401760697_7,401760697,7,72,BYU,Big 12,0,NC State,BYU,NC State,ACC,11,2,"{""minutes"": 5, ""seconds"": 43}",3,1,home 23,77,,,0,False,Punt,Mock Punt play #72,0.15026724190054258,2025-12-14T00:36:39.000Z
401760697_96291,401760697_7,401760697,7,73,BYU,Big 12,13,NC State,BYU,NC State,ACC,21,2,"{""minutes"": 1, ""seconds"": 39}",0,0,home 36,51,,,7,False,Pass,Mock Pass play #73,0.5217431281509349,2025-11-04T13:31:16.000Z
401760697_96292,401760697_7,401760697,7,74,BYU,Big 12,47,NC State,BYU,NC State,ACC,25,2,"{""minutes"": 15, ""seconds"": 19}",1,0,home 95,80,3.0,12.0,15,False,Run,Mock Run play #74,0.11637051174646786,2025-11-02T00:17:13.000Z
401760697_96293,401760697_7,401760697,7,75,BYU,Big 12,0,NC State,BYU,NC State,ACC,26,2,"{""minutes"": 5, ""seconds"": 16}",3,2,home 12,85,1.0,6.0,0,False,Pass,Mock Pass play #75,-0.25038414870089415,2025-11-22T10:41:58.000Z
401760697_96294,401760697_7,401760697,7,76,NC State,ACC,34,BYU,BYU,NC State,Big 12,0,2,"{""minutes"": 11, ""seconds"": 19}",1,0,away 89,45,4.0,7.0,8,False,Run,Mock Run play #76,1.1010347922495192,2025-12-12T22:39:36.000Z
401760697_96295,401760697_7,401760697,7,77,BYU,Big 12,0,NC State,BYU,NC State,ACC,3,2,"{""minutes"": 5, ""seconds"": 17}",3,0,home 35,34,,,-1,False,Run,Mock Run play #77,0.30051155183798306,2025-12-18T03:26:15.000Z
401760697_96296,401760697_7,401760697,7,78,BYU,Big 12,23,NC State,BYU,NC State,ACC,0,2,"{""minutes"": 7, ""seconds"": 56}",2,3,home 63,66,2.0,12.0,1,False,Run,Mock Run play #78,-0.37804224943842973,2025-12-14T04:33:10.000Z
401760697_96297,401760697_7,401760697,7,79,NC State,ACC,0,BYU,BYU,NC State,Big 12,7,2,"{""minutes"": 5, ""seconds"": 1}",3,1,away 32,83,2.0,6.0,1,False,Pass,Mock Pass play #79,0.36201852413453167,2025-12-06T14:57:04.000Z
401760697_96298,401760697_7,401760697,7,80,BYU,Big 12,27,NC State,BYU,NC State,ACC,14,3,"{""minutes"": 7, ""seconds"": 49}",2,3,home 77,8,1.0,3.0,19,False,Pass,Mock Pass play #80,0.07302911117362729,2025-11-20T14:43:33.000Z
401760697_96299,401760697_7,401760697,7,81,NC State,ACC,29,BYU,BYU,NC State,Big 12,9,3,"{""minutes"": 12, ""seconds"": 28}",1,1,away 84,76,1.0,5.0,3,False,Run,Mock Run play #81,-0.844837178306603,2025-11-03T11:26:05.000Z
401760697_96300,401760697_7,401760697,7,82,BYU,Big 12,16,NC State,BYU,NC State,ACC,18,3,"{""minutes"": 8, ""seconds"": 31}",3,3,home 77,22,,,0,False,Punt,Mock Punt play #82,-0.0451548415525045,2025-12-16T21:54:11.000Z
401760697_96301,401760697_7,401760697,7,83,BYU,Big 12,21,NC State,BYU,NC State,ACC,0,3,"{""minutes"": 2, ""seconds"": 41}",1,0,home 92,21,,,0,False,Kneel,Mock Kneel play #83,0.49305250657398947,2025-12-18T04:47:28.000Z
401760697_96302,401760697_8,401760697,8,84,NC State,ACC,39,BYU,BYU,NC State,Big 12,14,3,"{""minutes"": 11, ""seconds"": 16}",3,1,away 59,10,2.0,7.0,16,False,Run,Mock Run play #84,-0.42287083902105677,2025-12-16T12:49:47.000Z
401760697_96303,401760697_8,401760697,8,85,BYU,Big 12,17,NC State,BYU,NC State,ACC,41,3,"{""minutes"": 15, ""seconds"": 40}",1,1,home 59,80,,,0,False,Punt,Mock Punt play #85,0.3661163674618631,2025-11-04T11:28:26.000Z
401760697_96304,401760697_8,401760697,8,86,BYU,Big 12,0,NC State,BYU,NC State,ACC,28,3,"{""minutes"": 1, ""seconds"": 6}",0,1,home 48,75,3.0,10.0,-11,False,Pass,Mock Pass play #86,-0.15342052271723516,2025-11-14T11:08:18.000Z
401760697_96305,401760697_8,401760697,8,87,NC State,ACC,9,BYU,BYU,NC State,Big 12,44,3,"{""minutes"": 13, ""seconds"": 10}",3,2,away 96,56,,,0,False,Punt,Mock Punt play #87,0.3601684754498114,2025-11-23T05:47:47.000Z
401760697_96306,401760697_8,401760697,8,88,NC State,ACC,13,BYU,BYU,NC State,Big 12,16,3,"{""minutes"": 8, ""seconds"": 6}",1,2,away 90,57,2.0,1.0,-11,False,Pass,Mock Pass play #88,0.1663097293815952,2025-11-14T00:25:31.000Z
401760697_96307,401760697_8,401760697,8,89,NC State,ACC,15,BYU,BYU,NC State,Big 12,36,3,"{""minutes"": 6, ""seconds"": 8}",0,2,away 59,64,2.0,1.0,6,False,Run,Mock Run play #89,-0.3760473523334171,2025-12-21T19:00:39.000Z
401760697_96308,401760697_8,401760697,8,90,NC State,ACC,34,BYU,BYU,NC State,Big 12,14,3,"{""minutes"": 10, ""seconds"": 38}",2,1,away 84,66,1.0,3.0,2,False,Run,Mock Run play #90,0.4527854752806479,2025-11-19T09:37:00.000Z
401760697_96309,401760697_8,401760697,8,91,BYU,Big 12,18,NC State,BYU,NC State,ACC,31,3,"{""minutes"": 14, ""seconds"": 59}",3,1,home 66,91,1.0,1.0,3,False,Pass,Mock Pass play #91,0.5006745258020633,2025-12-04T21:46:41.000Z
401760697_96310,401760697_8,401760697,8,92,NC State,ACC,23,BYU,BYU,NC State,Big 12,18,3,"{""minutes"": 10, ""seconds"": 40}",3,2,away 10,89,2.0,6.0,7,False,Run,Mock Run play #92,-0.4571514368155353,2025-12-10T14:44:05.000Z
401760697_96311,401760697_8,401760697,8,93,BYU,Big 12,24,NC State,BYU,NC State,ACC,5,3,"{""minutes"": 4, ""seconds"": 21}",2,0,home 95,33,,,0,False,Punt,Mock Punt play #93,-1.2348798241103327,2025-11-09T13:54:41.000Z
401760697_96312,401760697_8,401760697,8,94,BYU,Big 12,38,NC State,BYU,NC State,ACC,33,3,"{""minutes"": 15, ""seconds"": 37}",3,3,home 33,51,1.0,10.0,1,False,Pass,Mock Pass play #94,-0.5298886877346266,2025-12-10T09:54:07.000Z
401760697_96313,401760697_8,401760697,8,95,NC State,ACC,25,BYU,BYU,NC State,Big 12,28,3,"{""minutes"": 14, ""seconds"": 23}",1,1,away 53,20,1.0,10.0,2,False,Run,Mock Run play #95,0.3784139376606411,2025-12-04T18:07:12.000Z
401760697_96314,401760697_9,401760697,9,96,BYU,Big 12,31,NC State,BYU,NC State,ACC,0,3,"{""minutes"": 3, ""seconds"": 37}",2,3,home 87,4,,,0,False,Punt,Mock Punt play #96,-0.9709490151558509,2025-11-09T20:27:40.000Z
401760697_96315,401760697_9,401760697,9,97,BYU,Big 12,33,NC State,BYU,NC State,ACC,30,3,"{""minutes"": 7, ""seconds"": 54}",0,0,home 27,16,1.0,3.0,-4,False,Pass,Mock Pass play #97,0.09029387438990147,2025-11-04T14:01:42.000Z
401760697_96316,401760697_9,401760697,9,98,NC State,ACC,11,BYU,BYU,NC State,Big 12,7,3,"{""minutes"": 14, ""seconds"": 0}",3,2,away 65,95,,,4,False,Run,Mock Run play #98,-0.49084076207899713,2025-11-02T17:02:46.000Z
401760697_96317,401760697_9,401760697,9,99,NC State,ACC,0,BYU,BYU,NC State,Big 12,18,3,"{""minutes"": 1, ""seconds"": 6}",0,0,away 90,14,3.0,5.0,6,False,Run,Mock Run play #99,-0.28401725783382714,2025-12-16T06:42:24.000Z
401760697_96318,401760697_9,401760697,9,100,BYU,Big 12,4,NC State,BYU,NC State,ACC,5,3,"{""minutes"": 3, ""seconds"": 16}",1,1,home 79,37,2.0,9.0,-2,False,Pass,Mock Pass play #100,0.3657453123593405,2025-11-19T16:52:35.000Z
401760697_96319,401760697_9,401760697,9,101,BYU,Big 12,31,NC State,BYU,NC State,ACC,41,3,"{""minutes"": 10, ""seconds"": 18}",3,3,home 14,38,4.0,10.0,11,False,Pass,Mock Pass play #101,0.07623124217993986,2025-12-14T21:09:36.000Z
401760697_96320,401760697_9,401760697,9,102,BYU,Big 12,48,NC State,BYU,NC State,ACC,0,3,"{""minutes"": 11, ""seconds"": 26}",2,0,home 49,22,1.0,4.0,12,False,Run,Mock Run play #102,-0.5193266289973807,2025-11-06T19:26:46.000Z
401760697_96321,401760697_9,401760697,9,103,BYU,Big 12,6,NC State,BYU,NC State,ACC,23,3,"{""minutes"": 12, ""seconds"": 20}",0,1,home 87,72,1.0,11.0,5,False,Pass,Mock Pass play #103,-0.01754847477853543,2025-11-21T04:02:35.000Z
401760697_96322,401760697_9,401760697,9,104,BYU,Big 12,34,NC State,BYU,NC State,ACC,16,3,"{""minutes"": 2, ""seconds"": 39}",3,1,home 18,7,3.0,1.0,0,False,Run,Mock Run play #104,0.7509767552796659,2025-11-07T08:23:28.000Z
401760697_96323,401760697_9,401760697,9,105,NC State,ACC,0,BYU,BYU,NC State,Big 12,28,3,"{""minutes"": 4, ""seconds"": 33}",0,0,away 66,67,2.0,9.0,10,False,Pass,Mock Pass play #105,0.11781672372171806,2025-11-07T17:19:08.000Z
401760697_96324,401760697_9,401760697,9,106,NC State,ACC,32,BYU,BYU,NC State,Big 12,13,3,"{""minutes"": 3, ""seconds"": 36}",0,1,away 88,6,2.0,9.0,16,False,Run,Mock Run play #106,0.10101921585895134,2025-12-18T04:20:22.000Z
401760697_96325,401760697_9,401760697,9,107,BYU,Big 12,44,NC State,BYU,NC State,ACC,15,3,"{""minutes"": 14, ""seconds"": 37}",0,0,home 27,89,1.0,1.0,12,False,Pass,Mock Pass play #107,0.09862589645400029,2025-12-01T13:22:53.000Z
401760697_96326,401760697_10,401760697,10,108,NC State,ACC,35,BYU,BYU,NC State,Big 12,32,3,"{""minutes"": 10, ""seconds"": 12}",3,1,away 60,39,,,0,False,Kneel,Mock Kneel play #108,-0.34486042091001323,2025-11-04T17:26:07.000Z
401760697_96327,401760697_10,401760697,10,109,BYU,Big 12,42,NC State,BYU,NC State,ACC,0,3,"{""minutes"": 1, ""seconds"": 52}",1,0,home 71,68,1.0,14.0,-12,False,Run,Mock Run play #109,0.08359576177184133,2025-12-18T03:50:38.000Z
401760697_96328,401760697_10,401760697,10,110,NC State,ACC,26,BYU,BYU,NC State,Big 12,17,3,"{""minutes"": 6, ""seconds"": 4}",1,0,away 47,30,,,0,False,Kickoff,Mock Kickoff play #110,-0.2545472296062829,2025-12-03T10:41:35.000Z
401760697_96329,401760697_10,401760697,10,111,NC State,ACC,0,BYU,BYU,NC State,Big 12,7,3,"{""minutes"": 10, ""seconds"": 14}",0,1,away 7,13,,,0,False,Kickoff,Mock Kickoff play #111,0.33360039441926614,2025-12-01T17:26:05.000Z
401760697_96330,401760697_10,401760697,10,112,BYU,Big 12,17,NC State,BYU,NC State,ACC,0,3,"{""minutes"": 9, ""seconds"": 8}",3,2,home 10,46,1.0,8.0,-2,False,Pass,Mock Pass play #112,0.11086542997824582,2025-11-21T04:30:37.000Z
401760697_96331,401760697_10,401760697,10,113,BYU,Big 12,0,NC State,BYU,NC State,ACC,38,3,"{""minutes"": 7, ""seconds"": 4}",0,0,home 46,3,2.0,5.0,-4,False,Run,Mock Run play #113,0.3331179741873611,2025-11-01T14:34:32.000Z
401760697_96332,401760697_10,401760697,10,114,BYU,Big 12,31,NC State,BYU,NC State,ACC,18,4,"{""minutes"": 3, ""seconds"": 13}",3,3,home 66,68,,,8,False,Pass,Mock Pass play #114,0.38164438891866104,2025-11-02T19:05:54.000Z
401760697_96333,401760697_10,401760697,10,115,NC State,ACC,0,BYU,BYU,NC State,Big 12,10,4,"{""minutes"": 11, ""seconds"": 46}",2,3,away 55,16,1.0,3.0,0,False,Run,Mock Run play #115,-0.29622260462621103,2025-11-17T14:31:06.000Z
401760697_96334,401760697_10,401760697,10,116,BYU,Big 12,44,NC State,BYU,NC State,ACC,30,4,"{""minutes"": 11, ""seconds"": 57}",1,1,home 24,67,1.0,4.0,2,False,Pass,Mock Pass play #116,0.5900533174523459,2025-11-09T14:40:53.000Z
401760697_96335,401760697_10,401760697,10,117,BYU,Big 12,10,NC State,BYU,NC State,ACC,27,4,"{""minutes"": 15, ""seconds"": 42}",2,1,home 72,70,3.0,10.0,5,False,Run,Mock Run play #117,0.9408205693948213,2025-11-11T18:36:48.000Z
401760697_96336,401760697_10,401760697,10,118,NC State,ACC,0,BYU,BYU,NC State,Big 12,29,4,"{""minutes"": 15, ""seconds"": 9}",1,2,away 77,76,2.0,10.0,9,False,Run,Mock Run play #118,-0.42677935145916446,2025-12-12T17:03:00.000Z
401760697_96337,401760697_10,401760697,10,119,BYU,Big 12,13,NC State,BYU,NC State,ACC,5,4,"{""minutes"": 14, ""seconds"": 15}",3,2,home 66,90,1.0,13.0,-4,False,Run,Mock Run play #119,0.09598443321834875,2025-11-01T20:47:39.000Z
401760697_96338,401760697_11,401760697,11,120,BYU,Big 12,20,NC State,BYU,NC State,ACC,0,4,"{""minutes"": 12, ""seconds"": 12}",2,1,home 90,77,,,0,False,Pass,Mock Pass play #120,0.2935991739372704,2025-11-18T09:35:16.000Z
401760697_96339,401760697_11,401760697,11,121,NC State,ACC,0,BYU,BYU,NC State,Big 12,17,4,"{""minutes"": 4, ""seconds"": 15}",3,2,away 20,12,3.0,1.0,3,False,Run,Mock Run play #121,0.4223779038663359,2025-11-13T15:10:17.000Z
401760697_96340,401760697_11,401760697,11,122,NC State,ACC,35,BYU,BYU,NC State,Big 12,0,4,"{""minutes"": 5, ""seconds"": 5}",2,2,away 37,24,2.0,6.0,5,False,Pass,Mock Pass play #122,-0.5839437223348332,2025-11-02T10:30:07.000Z
401760697_96341,401760697_11,401760697,11,123,BYU,Big 12,8,NC State,BYU,NC State,ACC,11,4,"{""minutes"": 5, ""seconds"": 12}",1,3,home 80,9,,,0,False,Pass,Mock Pass play #123,0.6344994676041021,2025-12-07T13:56:27.000Z
401760697_96342,401760697_11,401760697,11,124,NC State,ACC,30,BYU,BYU,NC State,Big 12,39,4,"{""minutes"": 11, ""seconds"": 21}",0,1,away 58,81,1.0,12.0,-5,False,Run,Mock Run play #124,-0.4103949522469654,2025-12-12T02:31:46.000Z
401760697_96343,401760697_11,401760697,11,125,BYU,Big 12,15,NC State,BYU,NC State,ACC,1,4,"{""minutes"": 11, ""seconds"": 31}",3,2,home 32,60,3.0,8.0,6,False,Run,Mock Run play #125,-0.2948211748573432,2025-11-09T02:19:25.000Z
401760697_96344,401760697_11,401760697,11,126,NC State,ACC,28,BYU,BYU,NC State,Big 12,34,4,"{""minutes"": 14, ""seconds"": 19}",2,2,away 81,84,,,-2,False,Run,Mock Run play #126,-0.19506146276858174,2025-11-19T14:46:41.000Z
401760697_96345,401760697_11,401760697,11,127,BYU,Big 12,36,NC State,BYU,NC State,ACC,0,4,"{""minutes"": 8, ""seconds"": 31}",1,0,home 70,25,,,0,False,Field Goal,Mock Field Goal play #127,-0.16281087566824579,2025-11-21T13:21:00.000Z
401760697_96346,401760697_11,401760697,11,128,BYU,Big 12,0,NC State,BYU,NC State,ACC,12,4,"{""minutes"": 3, ""seconds"": 8}",2,1,home 52,2,2.0,1.0,-3,False,Pass,Mock Pass play #128,-0.0048694134574084995,2025-12-20T19:12:01.000Z
401760697_96347,401760697_11,401760697,11,129,BYU,Big 12,26,NC State,BYU,NC State,ACC,30,4,"{""minutes"": 10, ""seconds"": 7}",3,1,home 17,37,2.0,9.0,0,False,Run,Mock Run play #129,-0.36163359665720307,2025-12-06T21:11:39.000Z
401760697_96348,401760697_11,401760697,11,130,NC State,ACC,27,BYU,BYU,NC State,Big 12,20,4,"{""minutes"": 1, ""seconds"": 28}",0,3,away 58,91,1.0,11.0,2,False,Pass,Mock Pass play #130,0.040787471644618045,2025-12-06T09:06:39.000Z
401760697_96349,401760697_11,401760697,11,131,BYU,Big 12,11,NC State,BYU,NC State,ACC,5,4,"{""minutes"": 6, ""seconds"": 52}",0,1,home 48,4,3.0,7.0,14,False,Run,Mock Run play #131,-0.42739131519992285,2025-11-15T16:51:35.000Z
401760697_96350,401760697_12,401760697,12,132,NC State,ACC,30,BYU,BYU,NC State,Big 12,28,4,"{""minutes"": 14, ""seconds"": 49}",1,3,away 62,3,,,0,False,Run,Mock Run play #132,-0.1667184338520222,2025-11-01T14:35:06.000Z
401760698_96351,401760698_1,401760698,1,0,Vanderbilt,SEC,46,Iowa State,Vanderbilt,Iowa State,Big 12,50,1,"{""minutes"": 12, ""seconds"": 9}",0,1,home 79,77,,,9,False,Pass,Mock Pass play #0,0.010932494751558918,2025-11-10T05:32:32.000Z
401760698_96352,401760698_1,401760698,1,1,Iowa State,Big 12,5,Vanderbilt,Vanderbilt,Iowa State,SEC,26,1,"{""minutes"": 14, ""seconds"": 53}",0,3,away 39,74,,,3,False,Run,Mock Run play #1,-0.4214403410486501,2025-12-18T03:37:12.000Z
401760698_96353,401760698_1,401760698,1,2,Iowa State,Big 12,13,Vanderbilt,Vanderbilt,Iowa State,SEC,10,1,"{""minutes"": 14, ""seconds"": 51}",0,3,away 13,87,1.0,15.0,-1,False,Run,Mock Run play #2,-0.026765974752208436,2025-12-05T04:55:36.000Z
401760698_96354,401760698_1,401760698,1,3,Vanderbilt,SEC,23,Iowa State,Vanderbilt,Iowa State,Big 12,29,1,"{""minutes"": 6, ""seconds"": 51}",2,2,home 64,34,,,0,False,Field Goal,Mock Field Goal play #3,-0.28550993552915427,2025-12-09T09:22:48.000Z
401760698_96355,401760698_1,401760698,1,4,Iowa State,Big 12,29,Vanderbilt,Vanderbilt,Iowa State,SEC,30,1,"{""minutes"": 10, ""seconds"": 36}",0,0,away 82,27,,,0,False,Timeout,Mock Timeout play #4,-0.5660980781206751,2025-11-01T03:37:32.000Z
401760698_96356,401760698_1,401760698,1,5,Vanderbilt,SEC,45,Iowa State,Vanderbilt,Iowa State,Big 12,0,1,"{""minutes"": 6, ""seconds"": 1}",0,0,home 8,71,1.0,7.0,14,False,Pass,Mock Pass play #5,-0.2331549015476042,2025-12-07T13:47:33.000Z
401760698_96357,401760698_1,401760698,1,6,Vanderbilt,SEC,17,Iowa State,Vanderbilt,Iowa State,Big 12,47,1,"{""minutes"": 10, ""seconds"": 14}",1,1,home 66,43,3.0,7.0,15,False,Pass,Mock Pass play #6,0.4153228866482392,2025-11-05T11:52:26.000Z
401760698_96358,401760698_1,401760698,1,7,Vanderbilt,SEC,44,Iowa State,Vanderbilt,Iowa State,Big 12,24,1,"{""minutes"": 12, ""seconds"": 15}",2,1,home 10,24,,,15,False,Pass,Mock Pass play #7,0.39165543019777393,2025-12-23T21:15:16.000Z
401760698_96359,401760698_1,401760698,1,8,Vanderbilt,SEC,18,Iowa State,Vanderbilt,Iowa State,Big 12,11,1,"{""minutes"": 3, ""seconds"": 36}",1,2,home 62,13,3.0,8.0,0,False,Run,Mock Run play #8,0.7824270236904229,2025-11-15T17:01:43.000Z
401760698_96360,401760698_1,401760698,1,9,Vanderbilt,SEC,40,Iowa State,Vanderbilt,Iowa State,Big 12,20,1,"{""minutes"": 9, ""seconds"": 41}",1,2,home 39,12,1.0,4.0,-5,False,Pass,Mock Pass play #9,0.4965644852301173,2025-11-06T09:27:45.000Z
401760698_96361,401760698_1,401760698,1,10,Iowa State,Big 12,19,Vanderbilt,Vanderbilt,Iowa State,SEC,18,1,"{""minutes"": 14, ""seconds"": 27}",0,1,away 3,59,2.0,10.0,4,False,Run,Mock Run play #10,-0.16422340311699143,2025-11-23T17:00:36.000Z
401760698_96362,401760698_1,401760698,1,11,Vanderbilt,SEC,11,Iowa State,Vanderbilt,Iowa State,Big 12,13,1,"{""minutes"": 15, ""seconds"": 6}",0,0,home 10,24,1.0,9.0,9,False,Run,Mock Run play #11,0.04148596387454766,2025-12-15T03:39:35.000Z
401760698_96363,401760698_2,401760698,2,12,Iowa State,Big 12,0,Vanderbilt,Vanderbilt,Iowa State,SEC,20,1,"{""minutes"": 11, ""seconds"": 49}",3,1,away 47,4,1.0,13.0,4,False,Pass,Mock Pass play #12,-0.01692964316939113,2025-11-23T21:18:15.000Z
401760698_96364,401760698_2,401760698,2,13,Iowa State,Big 12,39,Vanderbilt,Vanderbilt,Iowa State,SEC,20,1,"{""minutes"": 7, ""seconds"": 50}",0,0,away 70,16,3.0,5.0,6,False,Run,Mock Run play #13,-0.17030552967892523,2025-11-08T12:24:54.000Z
401760698_96365,401760698_2,401760698,2,14,Iowa State,Big 12,33,Vanderbilt,Vanderbilt,Iowa State,SEC,23,1,"{""minutes"": 8, ""seconds"": 36}",0,2,away 70,14,2.0,10.0,11,False,Run,Mock Run play #14,0.010844139969931452,2025-12-22T18:52:33.000Z
401760698_96366,401760698_2,401760698,2,15,Iowa State,Big 12,36,Vanderbilt,Vanderbilt,Iowa State,SEC,9,1,"{""minutes"": 5, ""seconds"": 20}",3,3,away 56,92,2.0,9.0,-3,False,Run,Mock Run play #15,0.7117326910953289,2025-11-07T02:57:52.000Z
401760698_96367,401760698_2,401760698,2,16,Iowa State,Big 12,39,Vanderbilt,Vanderbilt,Iowa State,SEC,15,1,"{""minutes"": 5, ""seconds"": 10}",1,3,away 55,53,2.0,16.0,-7,False,Pass,Mock Pass play #16,0.047349802582875564,2025-11-06T11:31:11.000Z
401760698_96368,401760698_2,401760698,2,17,Vanderbilt,SEC,7,Iowa State,Vanderbilt,Iowa State,Big 12,18,1,"{""minutes"": 8, ""seconds"": 40}",3,1,home 43,3,1.0,4.0,-5,False,Run,Mock Run play #17,0.1871940458933068,2025-12-14T22:19:38.000Z
401760698_96369,401760698_2,401760698,2,18,Iowa State,Big 12,3,Vanderbilt,Vanderbilt,Iowa State,SEC,16,1,"{""minutes"": 6, ""seconds"": 29}",2,2,away 63,83,,,-4,False,Run,Mock Run play #18,0.7900615398460769,2025-11-05T14:28:01.000Z
401760698_96370,401760698_2,401760698,2,19,Vanderbilt,SEC,22,Iowa State,Vanderbilt,Iowa State,Big 12,30,1,"{""minutes"": 11, ""seconds"": 34}",2,3,home 35,95,,,0,False,Punt,Mock Punt play #19,0.16337702537348506,2025-12-14T17:17:21.000Z
401760698_96371,401760698_2,401760698,2,20,Iowa State,Big 12,26,Vanderbilt,Vanderbilt,Iowa State,SEC,21,1,"{""minutes"": 14, ""seconds"": 45}",1,2,away 92,30,3.0,10.0,-18,False,Pass,Mock Pass play #20,0.40687184803497767,2025-11-05T12:37:28.000Z
401760698_96372,401760698_2,401760698,2,21,Vanderbilt,SEC,11,Iowa State,Vanderbilt,Iowa State,Big 12,23,1,"{""minutes"": 9, ""seconds"": 54}",0,0,home 49,46,,,-18,False,Run,Mock Run play #21,0.060073335947364886,2025-11-03T22:04:43.000Z
401760698_96373,401760698_2,401760698,2,22,Vanderbilt,SEC,12,Iowa State,Vanderbilt,Iowa State,Big 12,0,1,"{""minutes"": 14, ""seconds"": 18}",1,2,home 72,1,2.0,3.0,13,False,Pass,Mock Pass play #22,0.4768382292404766,2025-11-01T14:51:41.000Z
401760698_96374,401760698_2,401760698,2,23,Iowa State,Big 12,61,Vanderbilt,Vanderbilt,Iowa State,SEC,0,1,"{""minutes"": 10, ""seconds"": 20}",1,0,away 65,58,1.0,13.0,14,False,Run,Mock Run play #23,0.44490383144730106,2025-11-01T08:02:40.000Z
401760698_96375,401760698_3,401760698,3,24,Iowa State,Big 12,20,Vanderbilt,Vanderbilt,Iowa State,SEC,33,1,"{""minutes"": 2, ""seconds"": 14}",0,1,away 65,16,1.0,12.0,1,False,Run,Mock Run play #24,-0.42785529151169294,2025-12-08T05:09:03.000Z
401760698_96376,401760698_3,401760698,3,25,Iowa State,Big 12,38,Vanderbilt,Vanderbilt,Iowa State,SEC,2,1,"{""minutes"": 6, ""seconds"": 31}",1,1,away 15,20,2.0,2.0,17,False,Run,Mock Run play #25,-0.9199075405799526,2025-11-07T00:27:26.000Z
401760698_96377,401760698_3,401760698,3,26,Vanderbilt,SEC,12,Iowa State,Vanderbilt,Iowa State,Big 12,14,1,"{""minutes"": 1, ""seconds"": 24}",3,2,home 67,3,1.0,6.0,7,False,Run,Mock Run play #26,0.1566507094097282,2025-12-13T08:43:19.000Z
